こうとうむけい	1851	1851	10124	荒唐無けい
こうとうむけい	1851	1851	6242	荒唐無稽
こうとく	1851	1851	7582	公徳
こうとく	1851	1851	6683	功徳
こうとく	1923	1923	5589	幸徳
こうとく	1924	1924	7116	幸徳
こうとく	1851	1851	6890	高徳
こうとく	1924	1924	7200	高徳
こうとくいん	1929	1929	5103	高徳院
こうとくけん	1921	1921	6696	侯徳健
こうとくじ	1920	1920	5586	光徳寺
こうとくじ	1920	1920	5636	広徳寺
こうとくじ	1920	1920	6597	高徳寺
こうとくじ	1924	1924	6635	高徳寺
こうとくじだい	1924	1924	7168	皇徳寺台
こうとくせん	1920	1920	5782	高徳線
こうとくてんのう	1921	1921	4178	孝徳天皇
こうとくぬま	1920	1920	6628	光徳沼
こうとくべえ	1924	1924	8063	甲徳兵衛
こうとくほんせん	1920	1920	6689	高徳本線
こうとり	1851	1851	7245	公取
こうとりい	1929	1929	4698	公取委
こうど	1851	1851	6195	光度
こうど	1924	1924	8108	幸土
こうど	1924	1924	6860	広渡
こうど	1920	1920	7604	河戸
こうど	1924	1924	6385	河戸
こうど	1924	1924	6517	河渡
こうど	1851	1851	5363	硬度
こうど	1924	1924	3629	神戸
こうど	1851	1851	8595	紅土
こうど	1851	1851	7572	耕土
こうど	1924	1924	6769	興戸
こうど	1851	1851	7882	荒土
こうど	1924	1924	7567	越戸
こうど	1924	1924	7147	高土
こうど	1931	1931	3055	高度
こうど	1851	1851	6305	黄土
こうどう	1851	1851	5371	公道
こうどう	1851	1851	5997	坑道
こうどう	1923	1923	6550	幸堂
こうどう	1851	1851	5996	弘道
こうどう	1920	1920	9714	弘道
こうどう	1924	1924	7562	弘道
こうどう	1922	1922	7000	慊堂
こうどう	1841	1841	3204	行動
こうどう	1851	1851	5615	講堂
こうどう	1924	1924	8516	講堂
こうどう	1924	1924	6197	革堂
こうどう	1851	1851	6818	香道
こうどう	1851	1851	7831	高堂
こうどう	1851	1851	6483	黄道
こうどう	1851	1851	6760	黄銅
こうどううち	1924	1924	8802	革堂内
こうどうえん	1929	1929	6763	光道園
こうどうかん	1920	1920	4585	講道館
こうどうきちにち	1851	1851	8942	黄道吉日
こうどうこ	1920	1920	7155	向道湖
こうどうじ	1924	1924	7276	興道寺
こうどうなかの	1924	1924	8516	革堂仲之
こうどうにし	1924	1924	8306	革堂西
こうどうのうち	1924	1924	9737	革堂之内
こうどうまえの	1924	1924	8063	革堂前之
こうどうれんごう	1929	1929	7550	宏道連合
こうどおい	1924	1924	8842	高遠井
こうどく	1841	1841	6589	講読
こうどく	1841	1841	4768	購読
こうどく	1851	1851	6998	鉱毒
こうどくそ	1851	1851	7462	抗毒素
こうどこう	1924	1924	8384	河渡庚
こうどこう	1924	1924	8436	河渡甲
こうどころ	1924	1924	7128	神所
こうどさん	1920	1920	8649	高土山
こうどしん	1924	1924	7725	河渡新
こうどの	1924	1924	7317	甲殿
こうどの	1924	1924	7489	神殿
こうどのがわ	1920	1920	7423	甲殿川
こうどのじま	1920	1920	7756	神殿島
こうどほん	1924	1924	7712	河渡本
こうない	1851	1851	5273	口内
こうない	1851	1851	6591	坑内
こうない	1924	1924	7399	幸内
こうない	1851	1851	7714	後内
こうない	1851	1851	5095	校内
こうない	1851	1851	5041	構内
こうない	1851	1851	6344	港内
こうない	1924	1924	6801	神内
こうない	1851	1851	6776	行内
こうないえん	1851	1851	5704	口内炎
こうなご	1851	1851	8239	こうなご
こうなご	1851	1851	8053	コウナゴ
こうなし	1924	1924	7682	河梨
こうなしとうげ	1920	1920	7720	河梨峠
こうなべつだけ	1920	1920	8289	小海別岳
こうなみ	1924	1924	7585	神波
こうなみやま	1920	1920	8319	高浪山
こうなん	1924	1924	5572	光南
こうなん	1924	1924	5770	岡南
こうなん	1924	1924	6476	幸南
こうなん	1851	1851	8255	後難
こうなん	1924	1924	8204	更南
こうなん	1920	1920	5403	江南
こうなん	1923	1923	4466	江南
こうなん	1924	1924	4454	江南
こうなん	1924	1924	4517	港南
こうなん	1920	1920	5445	甲南
こうなん	1924	1924	4790	甲南
こうなん	1851	1851	6932	硬軟
こうなん	1924	1924	6068	興南
こうなん	1924	1924	8159	郊南
こうなん	1924	1924	4900	香南
こうなんかい	1929	1929	7689	広南会
こうなんがくえん	1929	1929	5869	甲南学園
こうなんしょうがっこうまえ	1920	1920	6840	幌南小学校前
こうなんじょしたんきだいがく	1929	1929	9153	江南女子短期大学
こうなんじょしたんきだいがく	1929	1929	8383	甲南女子短期大学
こうなんじょしたんだい	1929	1929	9702	江南女子短大
こうなんじょしたんだい	1929	1929	9702	甲南女子短大
こうなんじょしだい	1929	1929	6438	甲南女子大
こうなんじょしだいがく	1929	1929	5245	甲南女子大学
こうなんせん	1920	1920	5396	弘南線
こうなんせん	1920	1920	7553	河南線
こうなんだい	1920	1920	5769	港南台
こうなんだい	1924	1924	5088	港南台
こうなんだい	1924	1924	8013	甲南台
こうなんだい	1929	1929	5305	甲南大
こうなんだい	1924	1924	7443	高南台
こうなんだいがく	1929	1929	4521	甲南大学
こうなんちゅうおう	1920	1920	6563	港南中央
こうなんちゅうおうどおり	1924	1924	7782	港南中央通
こうなんびょういん	1929	1929	7127	広南病院
こうに	1851	1851	5819	高2
こうにち	1851	1851	6509	抗日
こうにゅう	1841	1841	2729	購入
こうにん	1841	1841	4559	公認
こうにん	1851	1851	5524	後任
こうにん	1841	1841	6444	降任
こうぬ	1924	1924	6656	こうぬ
こうぬ	1924	1924	6198	甲奴
こうね	1923	1923	7889	小畔
こうね	1924	1924	6191	高根
こうねさん	1920	1920	6442	甲子山
こうねじま	1920	1920	6761	高根島
こうねつ	1851	1851	5392	光熱
こうねつ	1851	1851	5510	高熱
こうねほん	1924	1924	8306	神根本
こうねやま	1920	1920	6985	高根山
こうねん	1851	1851	7385	光年
こうねん	2011	2011	4793	光年
こうねん	1909	1909	4616	後年
こうねん	1851	1851	8436	更年
こうねん	1851	1851	8609	行年
こうねん	1851	1851	7199	高年
こうねん	1922	1922	7863	鴻年
こうねんき	1851	1851	5171	更年期
こうの	1923	1923	6377	向野
こうの	1924	1924	6823	幸ノ
こうの	1924	1924	6581	広野
こうの	1923	1923	3876	河野
こうの	1924	1924	6757	河野
こうの	1924	1924	7205	甲弩
こうの	1924	1924	6174	甲野
こうの	1924	1924	7500	神於
こうの	1924	1924	6357	神野
こうの	1923	1923	5756	香野
こうの	1924	1924	5947	高尾
こうの	1923	1923	4487	高野
こうの	1924	1924	4640	高野
こうのいえ	1924	1924	7875	蚊家
こうのいけ	1923	1923	5124	鴻池
こうのいけ	1924	1924	5822	鴻池
こうのいけぐみ	1929	1929	5431	鴻池組
こうのいけとくあん	1924	1924	7946	鴻池徳庵
こうのいけほん	1924	1924	7654	鴻池本
こうのいけもと	1924	1924	7556	鴻池元
こうのいし	1920	1920	8138	鴻ノ石
こうのいたやま	1920	1920	6374	高板山
こうのいちば	1924	1924	7592	神野市場
こうのう	1851	1851	5029	効能
こうのう	1841	1841	7100	後納
こうのう	1851	1851	8922	行嚢
こうのう	1851	1851	10030	行囊
こうのうしんようきんこ	1929	1929	6593	興能信用金庫
こうのうち	1924	1924	7174	神内
こうのうら	1924	1924	8562	幸之浦
こうのうら	1924	1924	6509	神浦
こうのうら	1924	1924	7206	神野浦
こうのうらいけしまごう	1924	1924	10084	神浦池島郷
こうのうらえがわごう	1924	1924	10084	神浦江川郷
こうのうらおうぎやまごう	1924	1924	13538	神浦扇山郷
こうのうらおおなかおごう	1924	1924	13538	神浦大中尾郷
こうのうらおおのごう	1924	1924	13538	神浦大野郷
こうのうらくちぶくごう	1924	1924	13538	神浦口福郷
こうのうらごう	1924	1924	8279	神ノ浦郷
こうのうらごう	1924	1924	9279	神浦郷
こうのうらどうとくごう	1924	1924	13538	神浦道徳郷
こうのうらなついごう	1924	1924	13538	神浦夏井郷
こうのうらまるおごう	1924	1924	10084	神浦丸尾郷
こうのうらむかいごう	1924	1924	10084	神浦向郷
こうのえ	1924	1924	6717	神辺
こうのかわ	1924	1924	7010	神ノ川
こうのかわ	1920	1920	6416	高野川
こうのかわ	1924	1924	6314	高野川
こうのがくえん	1929	1929	7663	河野学園
こうのがわ	1924	1924	7899	神野川
こうのき	1924	1924	8063	鴻ノ木
こうのきやま	1920	1920	8423	香ノ木山
こうのぎ	1924	1924	7360	神木
こうのくさ	1924	1924	7787	鴻草
こうのこ	1924	1924	7406	河の子
こうのこしま	1920	1920	8809	幸ノ小島
こうのさい	1924	1924	8071	神ノ西
こうのしま	1920	1920	4933	神の島
こうのしま	1920	1920	7187	神ノ島
こうのしま	1920	1920	6710	神島
こうのしま	1924	1924	6604	神島
こうのしまかがくこうぎょう	1929	1929	6103	神島化学工業
こうのしまそとうら	1924	1924	7219	神島外浦
こうのす	1924	1924	6183	鴻の巣
こうのす	1924	1924	6340	鴻ノ巣
こうのす	1923	1923	4868	鴻巣
こうのす	1924	1924	4474	鴻巣
こうのすけ	1922	1922	6564	孝之助
こうのすけ	1922	1922	4330	幸之助
こうのすけ	1922	1922	6325	耿之介
こうのすだい	1924	1924	7069	こうのす台
こうのせ	1924	1924	6764	神瀬
こうのせ	1920	1920	6758	高ノ瀬
こうのせはな	1920	1920	7522	鴻ノ瀬鼻
こうのたに	1924	1924	7294	神之谷
こうのたに	1924	1924	6511	神谷
こうのだい	1920	1920	5515	国府台
こうのだい	1924	1924	5227	国府台
こうのだい	1924	1924	6909	鴻之台
こうのちょういっしき	1924	1924	9279	河野町一色
こうのちょうかわにし	1924	1924	9188	河野町川西
こうのちょうかんちく	1924	1924	9737	河野町管竹
こうのちょうこうの	1924	1924	9535	河野町河野
こうのちょうこわき	1924	1924	9391	河野町小脇
こうのちょうごじゅっけん	1924	1924	9279	河野町五十間
こうのとり	1851	1851	6101	コウノトリ
こうのとり	1851	1851	7908	鸛
こうのにし	1924	1924	7885	神野西
こうのはら	1924	1924	7882	河野原
こうのひがし	1924	1924	7251	神野東
こうのまい	1924	1924	6329	鴻之舞
こうのみ	1924	1924	7107	香呑
こうのみなと	1924	1924	5825	神湊
こうのみね	1920	1920	7814	紅峰
こうのみね	1920	1920	7836	高ノ峰
こうのみねのはな	1920	1920	8809	紅ノ峰鼻
こうのみや	1920	1920	5990	国府宮
こうのみや	1924	1924	5561	国府宮
こうのみや	1924	1924	7876	高野宮
こうのみやじんでん	1924	1924	9188	国府宮神田
こうのもの	1851	1851	7522	剛の者
こうのもの	1851	1851	6410	香の物
こうのもの	1851	1851	7403	香物
こうのもり	1920	1920	7184	鴻ノ森
こうのもろなお	1921	1921	4167	高師直
こうのもろふゆ	1921	1921	5222	高師冬
こうのもろやす	1921	1921	5248	高師泰
こうのやま	1920	1920	6098	神於山
こうのやま	1920	1920	5873	神野山
こうのやま	1920	1920	6344	高野山
こうのやま	1924	1924	5816	高野山
こうのやま	1924	1924	6541	鴻野山
こうのやましんでん	1924	1924	7682	高野山新田
こうのやましんでん	1924	1924	8265	鴻野山新田
こうのりょうさい	1921	1921	6439	高良斎
こうは	1851	1851	6618	光波
こうは	1851	1851	7087	硬派
こうはい	1841	1841	5198	交配
こうはい	1851	1851	11808	伉配
こうはい	1851	1851	6640	光背
こうはい	1851	1851	8221	向背
こうはい	1851	1851	8758	好配
こうはい	1851	1851	6686	後背
こうはい	1851	1851	4525	後輩
こうはい	1851	1851	7646	興廃
こうはい	1841	1841	5342	荒廃
こうはい	1851	1851	15263	降灰
こうはい	1851	1851	7881	高配
こうはく	1851	1851	9078	広博
こうはく	1931	1931	8532	広博
こうはく	1851	1851	4944	紅白
こうはく	1851	1851	6417	黄白
こうはつ	1841	1841	5296	後発
こうはん	1841	1841	7252	こうはん
こうはん	1931	1931	8200	こうはん
こうはん	1841	1841	5534	公判
こうはん	1851	1851	7782	孔版
こうはん	1931	1931	8636	広はん
こうはん	1931	1931	5502	広汎
こうはん	1931	1931	4148	広範
こうはん	1909	1909	2866	後半
こうはん	2173	2173	0	後半
こうはん	1841	1841	6807	撹拌
こうはん	1841	1841	6954	攪拌
こうはん	1924	1924	7026	效範
こうはん	1851	1851	8419	江畔
こうはん	1851	1851	5434	鋼板
こうはんい	1851	1851	5162	広範囲
こうはんい	1931	1931	4325	広範囲
こうはんてい	1851	1851	7509	公判廷
こうば	1851	1851	4591	工場
こうば	2393	2393	5898	香ば
こうばい	1851	1851	6797	こう配
こうばい	1851	1851	7725	コウバイ
こうばい	1841	1841	6345	公売
こうばい	1851	1851	5055	勾配
こうばい	1851	1851	6218	紅梅
こうばい	1920	1920	8080	紅梅
こうばい	1922	1922	5903	紅梅
こうばい	1924	1924	6761	紅梅
こうばい	1841	1841	4718	購買
こうばい	2425	2425	7971	香ばい
こうばいすう	1851	1851	6451	公倍数
こうばかっ	2449	2449	12010	香ばかっ
こうばから	2439	2439	9531	香ばから
こうばかれ	2420	2420	9900	香ばかれ
こうばかろ	2434	2434	9642	香ばかろ
こうばき	2413	2413	7693	香ばき
こうばきゃ	2408	2408	8690	香ばきゃ
こうばく	1851	1851	7875	広漠
こうばく	2454	2454	7113	香ばく
こうばくっ	2454	2454	9368	香ばくっ
こうばけりゃ	2403	2403	8986	香ばけりゃ
こうばけれ	2398	2398	10649	香ばけれ
こうばこ	1851	1851	6526	香箱
こうばさ	1851	1851	10286	香ばさ
こうばし	2391	2391	6780	こうばし
こうばし	2461	2461	5168	こうばし
こうばし	2391	2391	6087	芳ばし
こうばし	2461	2461	4229	芳ばし
こうばし	2391	2391	4421	香ばし
こうばし	2461	2461	2306	香ばし
こうばしい	2467	2467	5237	こうばしい
こうばしい	2467	2467	4724	芳ばしい
こうばしい	2467	2467	3039	香ばしい
こうばしかっ	2471	2471	7275	こうばしかっ
こうばしかっ	2471	2471	6657	芳ばしかっ
こうばしかっ	2471	2471	4592	香ばしかっ
こうばしから	2469	2469	8272	こうばしから
こうばしから	2469	2469	3845	芳ばしから
こうばしから	2469	2469	3922	香ばしから
こうばしかれ	2466	2466	7823	こうばしかれ
こうばしかれ	2466	2466	7823	芳ばしかれ
こうばしかれ	2466	2466	7823	香ばしかれ
こうばしかろ	2468	2468	8696	こうばしかろ
こうばしかろ	2468	2468	5241	芳ばしかろ
こうばしかろ	2468	2468	4269	香ばしかろ
こうばしき	2465	2465	5387	こうばしき
こうばしき	2465	2465	4886	芳ばしき
こうばしき	2465	2465	3728	香ばしき
こうばしきゃ	2464	2464	6982	こうばしきゃ
こうばしきゃ	2464	2464	6982	芳ばしきゃ
こうばしきゃ	2464	2464	6982	香ばしきゃ
こうばしく	2472	2472	5519	こうばしく
こうばしく	2472	2472	5037	芳ばしく
こうばしく	2472	2472	2866	香ばしく
こうばしくっ	2472	2472	7620	こうばしくっ
こうばしくっ	2472	2472	7620	芳ばしくっ
こうばしくっ	2472	2472	5478	香ばしくっ
こうばしけりゃ	2463	2463	8501	こうばしけりゃ
こうばしけりゃ	2463	2463	8501	芳ばしけりゃ
こうばしけりゃ	2463	2463	4498	香ばしけりゃ
こうばしけれ	2462	2462	10710	こうばしけれ
こうばしけれ	2462	2462	10710	芳ばしけれ
こうばしけれ	2462	2462	5784	香ばしけれ
こうばしさ	1851	1851	8528	こうばしさ
こうばしさ	1851	1851	7290	芳ばしさ
こうばしさ	1851	1851	5383	香ばしさ
こうばしゅぅ	2470	2470	9430	こうばしゅぅ
こうばしゅぅ	2470	2470	9430	芳ばしゅぅ
こうばしゅぅ	2470	2470	9430	香ばしゅぅ
こうばしゅう	2470	2470	5976	こうばしゅう
こうばしゅう	2470	2470	5629	芳ばしゅう
こうばしゅう	2470	2470	4347	香ばしゅう
こうばた	1924	1924	6897	幸畑
こうばっ	2419	2419	7125	香ばっ
こうばな	1851	1851	7750	香花
こうばやし	1924	1924	6470	香林
こうばら	1924	1924	7155	幸原
こうばる	1924	1924	6812	神原
こうばん	1851	1851	5533	交番
こうばん	1841	1841	5380	降板
こうひ	1841	1841	8600	光被
こうひ	1851	1851	5754	公費
こうひ	1851	1851	7119	口碑
こうひ	1851	1851	7367	后妃
こうひ	1851	1851	6573	工費
こうひ	1851	1851	9363	考妣
こうひ	1851	1851	9716	高庇
こうひ	1851	1851	9989	高批
こうひすたみんざい	1851	1851	6800	抗ヒスタミン剤
こうひつ	1851	1851	6475	硬筆
こうひょう	1841	1841	4030	公表
こうひょう	1931	1931	3216	好評
こうひょう	1841	1841	5467	講評
こうひょう	1851	1851	7755	降ひょう
こうひょう	1851	1851	7705	降雹
こうひょう	1851	1851	7254	高評
こうひん	1851	1851	8169	公賓
こうひんせん	1920	1920	6678	興浜線
こうひんなんせん	1920	1920	6286	興浜南線
こうひんほくせん	1920	1920	6131	興浜北線
こうび	1851	1851	7611	後備
こうび	1851	1851	5692	後尾
こうびしょ	1920	1920	6647	黄尾嶼
こうびょうりょく	1851	1851	9179	抗病力
こうびら	1924	1924	5628	幸平
こうびん	1851	1851	8244	幸便
こうびん	1851	1851	8618	後便
こうふ	1841	1841	4097	交付
こうふ	1841	1841	4830	公布
こうふ	1923	1923	6459	江府
こうふ	1924	1924	5579	江府
こうふ	1924	1924	3560	甲府
こうふう	1851	1851	6945	光風
こうふう	1922	1922	6594	光風
こうふう	1851	1851	6018	校風
こうふう	1922	1922	7005	行風
こうふう	1851	1851	7943	高風
こうふうえん	1924	1924	6928	甲風園
こうふうだい	1920	1920	6695	光風台
こうふうだい	1924	1924	6127	光風台
こうふかしお	1929	1929	8460	甲府カシオ
こうふく	1841	1841	7052	こうふく
こうふく	1851	1851	8700	口腹
こうふく	1920	1920	13159	幸福
こうふく	1924	1924	5720	幸福
こうふく	1931	1931	3487	幸福
こうふく	1851	1851	7528	興福
こうふく	1841	1841	5299	降伏
こうふく	1841	1841	7427	降服
こうふく	1924	1924	6310	香福
こうふく	1924	1924	8266	高伏
こうふくぎんこう	1929	1929	6424	幸福銀行
こうふくくれじっと	1929	1929	8806	幸福クレジット
こうふくじ	1920	1920	5680	光福寺
こうふくじ	1920	1920	6368	幸福寺
こうふくじ	1920	1920	6310	広福寺
こうふくじ	1924	1924	8159	興福地
こうふくじ	1920	1920	4709	興福寺
こうふくじ	1920	1920	6112	高福寺
こうふこう	1929	1929	6200	甲府工
こうふしんきん	1929	1929	6807	甲府信金
こうふしんようきんこ	1929	1929	6547	甲府信用金庫
こうふたご	1924	1924	9279	甲二子
こうふふじやほてる	1929	1929	6831	甲府富士屋ホテル
こうふぼんち	1920	1920	4661	甲府盆地
こうふろうきしょ	1929	1929	8230	甲府労基署
こうふん	1841	1841	8427	亢奮
こうふん	1851	1851	8103	公憤
こうふん	1851	1851	6810	口吻
こうふん	1851	1851	8130	紅粉
こうふん	1841	1841	4247	興奮
こうぶ	1851	1851	6927	公武
こうぶ	1851	1851	5045	後部
こうぶ	1841	1841	7718	荒蕪
こうぶくろ	1924	1924	6381	幸袋
こうぶくろこうさくしょ	1929	1929	7799	幸袋工作所
こうぶくろせん	1920	1920	6939	幸袋線
こうぶせん	1920	1920	7120	甲武線
こうぶつ	1851	1851	5139	好物
こうぶつ	1851	1851	5116	鉱物
こうぶつめ	1924	1924	7361	鴻仏目
こうぶりとうげ	1920	1920	5756	顔振峠
こうぶりやま	1920	1920	7390	冠山
こうぶん	1851	1851	5811	公文
こうぶん	1923	1923	5504	弘文
こうぶん	1851	1851	5193	構文
こうぶん	1851	1851	7472	行文
こうぶんがろう	1920	1920	7553	好文画廊
こうぶんこうぎょう	1929	1929	7578	光文工業
こうぶんし	1851	1851	5496	高分子
こうぶんしゃ	1929	1929	3976	光文社
こうぶんしゃ	1929	1929	6261	弘文社
こうぶんしゃ	1929	1929	6193	恒文社
こうぶんしょ	1851	1851	5550	公文書
こうぶんてんのう	1921	1921	4902	弘文天皇
こうぶんどう	1929	1929	6288	光文堂
こうぶんどうしょてん	1929	1929	8383	鴻文堂書店
こうへい	1922	1922	4561	こうへい
こうへい	1851	1851	9023	公平
こうへい	1922	1922	4923	公平
こうへい	1931	1931	3824	公平
こうへい	1922	1922	7646	孝坪
こうへい	1851	1851	6481	工兵
こうへい	1922	1922	4951	幸平
こうへい	1851	1851	7102	康平
こうへい	1922	1922	7321	曠平
こうへい	1922	1922	7504	桁平
こうへい	1922	1922	4555	浩平
こうへい	1922	1922	4477	耕平
こうへい	1922	1922	6588	行平
こうへい	1851	1851	7281	衡平
こうへい	1931	1931	6425	衡平
こうへい	1922	1922	7704	鴨平
こうへん	1851	1851	7946	口辺
こうへん	1851	1851	5019	後編
こうべ	1924	1924	6156	河辺
こうべ	1920	1920	5611	神戸
こうべ	1924	1924	3085	神戸
こうべ	1851	1851	6767	頭
こうべ	1924	1924	5534	首部
こうべえ	2418	2418	11563	香べえ
こうべかいようきしょうだい	1929	1929	6515	神戸海洋気象台
こうべがくいんじょしたんきだいがく	1929	1929	7985	神戸学院女子短期大学
こうべがくいんじょしたんだい	1929	1929	9702	神戸学院女子短大
こうべがくいんだい	1929	1929	5724	神戸学院大
こうべがくいんだいがく	1929	1929	4775	神戸学院大学
こうべきいと	1929	1929	7231	神戸生絲
こうべぎんこう	1929	1929	5927	神戸銀行
こうべげいじゅつこうかだいがく	1929	1929	5486	神戸芸術工科大学
こうべこう	1920	1920	5559	神戸港
こうべこうそくせん	1920	1920	5422	神戸高速線
こうべこうりょう	1929	1929	5184	神戸弘陵
